"schoolyear","organizationlevel","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","studentgrouptype","studentgroup","gradelevel","test_administration_group","testadministration","testsubject","dat","count_of_students_expected","count_of_students_expected_1","count_consistent_grade_level_knowledge_and_above","percent_consistent_grade_level_knowledge_and_above","percentlevel1","percentlevel2","percentlevel3","percentlevel4","percent_met_tested_only","percent_no_score","percent_participation","percent_taking_alternative_assessment","count_foundational_grade","percent_foundational_grade","dataasof"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3225","Lake Hills Elementary","101366","P","All","All Students","All Grades","WCAS","WCAS","Science","None","67","67","25","37.30%","0.373134328","0.23880597","0.298507463","0.074626866","0.378787879","0.014925373","0.985074627","0","41","61.20%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3436","Medina Elementary School","101376","P","All","All Students","All Grades","SBAC","SBAC","Math","None","313","313","294","93.90%","0.022364217","0.031948882","0.134185304","0.805111821","0.945337621","0.006389776","0.993610224","0","304","97.10%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3436","Medina Elementary School","101376","P","All","All Students","All Grades","WCAS","WCAS","Science","None","114","114","111","97.40%",,,,,,,,"0",,"98.30%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3436","Medina Elementary School","101376","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","313","313","291","93.00%","0.015974441","0.047923323","0.121405751","0.808306709","0.935691318","0.006389776","0.993610224","0","306","97.80%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3437","Newport Heights Elementary","101377","P","All","All Students","All Grades","SBAC","SBAC","Math","None","200","200","149","74.50%","0.08","0.15","0.245","0.5","0.764102564","0.025","0.975","0.041025","179","89.50%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3437","Newport Heights Elementary","101377","P","All","All Students","All Grades","WCAS","WCAS","Science","None","62","62","49","79.00%","0.096774194","0.096774194","0.35483871","0.435483871","0.803278689","0.016129032","0.983870968","0.032786","55","88.70%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3437","Newport Heights Elementary","101377","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","198","198","157","79.30%","0.106060606","0.075757576","0.297979798","0.494949495","0.813471503","0.025252525","0.974747475","0.04145","172","86.90%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3486","Newport Senior High School","101379","P","All","All Students","All Grades","SBAC","SBAC","Math","None","470","470","348","74.00%","0.095744681","0.106382979","0.206382979","0.534042553","0.785553047","0.057446809","0.942553191","0","398","84.70%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3486","Newport Senior High School","101379","P","All","All Students","All Grades","WCAS","WCAS","Science","None","458","458","248","54.20%","0.082969432","0.100436681","0.31441048","0.227074236","0.746987952","0.27510917","0.72489083","0.003012","294","64.20%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3486","Newport Senior High School","101379","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","468","468","382","81.60%","0.040598291","0.096153846","0.254273504","0.561965812","0.856502242","0.047008547","0.952991453","0","427","91.20%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3631","Odle Middle School","101384","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","909","909","708","77.90%","0.113311331","0.091309131","0.232123212","0.546754675","0.791946309","0.01650165","0.98349835","0.001118","791","87.00%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3631","Odle Middle School","101384","P","All","All Students","All Grades","WCAS","WCAS","Science","None","302","302","209","69.20%","0.168874172","0.09602649","0.254966887","0.437086093","0.723183391","0.043046358","0.956953642","0","238","78.80%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3631","Odle Middle School","101384","P","All","All Students","All Grades","SBAC","SBAC","Math","None","913","913","671","73.50%","0.140197152","0.102957284","0.08762322","0.647316539","0.751399776","0.021905805","0.978094195","0.001119","765","83.80%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3168","Phantom Lake Elementary","101364","P","All","All Students","All Grades","SBAC","SBAC","Math","None","165","165","104","63.00%","0.175757576","0.193939394","0.272727273","0.357575758","0.63030303","0","1","0","136","82.40%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3168","Phantom Lake Elementary","101364","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","164","164","113","68.90%","0.146341463","0.164634146","0.323170732","0.365853659","0.68902439","0","1","0","140","85.40%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3168","Phantom Lake Elementary","101364","P","All","All Students","All Grades","WCAS","WCAS","Science","None","60","60","39","65.00%","0.116666667","0.233333333","0.383333333","0.266666667","0.65","0","1","0","53","88.30%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3224","Puesta del Sol Elementary School","101365","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","196","196","125","63.80%","0.158163265","0.178571429","0.275510204","0.362244898","0.654450262","0.025510204","0.974489796","0","160","81.60%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3224","Puesta del Sol Elementary School","101365","P","All","All Students","All Grades","SBAC","SBAC","Math","None","196","196","119","60.70%","0.168367347","0.209183673","0.265306122","0.341836735","0.616580311","0.015306122","0.984693878","0","160","81.60%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3224","Puesta del Sol Elementary School","101365","P","All","All Students","All Grades","WCAS","WCAS","Science","None","61","61","39","63.90%","0.180327869","0.131147541","0.426229508","0.213114754","0.672413793","0.049180328","0.950819672","0","47","77.10%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3282","Sammamish Senior High","101367","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","339","339","223","65.80%","0.115044248","0.16519174","0.321533923","0.336283186","0.701257862","0.061946903","0.938053097","0","279","82.30%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3282","Sammamish Senior High","101367","P","All","All Students","All Grades","WCAS","WCAS","Science","None","348","348","46","13.20%","0.103448276","0.057471264","0.103448276","0.028735632","0.450980392","0.706896552","0.293103448","0.009803","66","19.00%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3282","Sammamish Senior High","101367","P","All","All Students","All Grades","SBAC","SBAC","Math","None","342","342","117","34.20%","0.333333333","0.198830409","0.192982456","0.149122807","0.391304348","0.125730994","0.874269006","0","185","54.10%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3339","Sherwood Forest Elementary","101372","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","154","154","69","44.80%","0.350649351","0.175324675","0.266233766","0.181818182","0.46","0.025974026","0.974025974","0.14","96","62.30%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3339","Sherwood Forest Elementary","101372","P","All","All Students","All Grades","SBAC","SBAC","Math","None","155","155","61","39.40%","0.374193548","0.219354839","0.187096774","0.206451613","0.39869281","0.012903226","0.987096774","0.137254","95","61.30%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3339","Sherwood Forest Elementary","101372","P","All","All Students","All Grades","WCAS","WCAS","Science","None","50","50","19","38.00%","0.44","0.16","0.16","0.22","0.387755102","0.02","0.98","0.183673","27","54.00%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3789","Somerset Elementary School","101392","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","432","432","387","89.60%","0.034722222","0.060185185","0.175925926","0.719907407","0.904205607","0.009259259","0.990740741","0.002336","413","95.60%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3789","Somerset Elementary School","101392","P","All","All Students","All Grades","SBAC","SBAC","Math","None","433","433","398","91.90%","0.020785219","0.057736721","0.147806005","0.771362587","0.921296296","0.002309469","0.997690531","0.002314","423","97.70%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3789","Somerset Elementary School","101392","P","All","All Students","All Grades","WCAS","WCAS","Science","None","148","148","138","93.20%","0.033783784","0.033783784","0.27027027","0.662162162","0.932432432","0","1","0","143","96.60%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3634","Spiritridge Elementary School","101387","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","275","275","181","65.80%","0.163636364","0.149090909","0.254545455","0.403636364","0.677902622","0.029090909","0.970909091","0","222","80.70%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3634","Spiritridge Elementary School","101387","P","All","All Students","All Grades","SBAC","SBAC","Math","None","275","275","187","68.00%","0.156363636","0.134545455","0.225454545","0.454545455","0.700374532","0.029090909","0.970909091","0","224","81.50%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3634","Spiritridge Elementary School","101387","P","All","All Students","All Grades","WCAS","WCAS","Science","None","81","81","54","66.70%","0.12345679","0.172839506","0.345679012","0.320987654","0.692307692","0.037037037","0.962962963","0","68","84.00%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3100","Stevenson Elementary","101361","P","All","All Students","All Grades","WCAS","WCAS","Science","None","76","76","35","46.10%","0.263157895","0.276315789","0.315789474","0.144736842","0.460526316","0","1","0.013157","56","73.70%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3100","Stevenson Elementary","101361","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","207","207","73","35.30%","0.458937198","0.183574879","0.198067633","0.154589372","0.354368932","0.004830918","0.995169082","0.014563","111","53.60%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3100","Stevenson Elementary","101361","P","All","All Students","All Grades","SBAC","SBAC","Math","None","208","208","73","35.10%","0.403846154","0.230769231","0.158653846","0.192307692","0.356097561","0.014423077","0.985576923","0.014634","121","58.20%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3435","Tillicum Middle School","101375","P","All","All Students","All Grades","SBAC","SBAC","Math","None","707","707","446","63.10%","0.149929279","0.196605375","0.240452617","0.390381895","0.645441389","0.022630835","0.977369165","0","585","82.70%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3435","Tillicum Middle School","101375","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","705","705","508","72.10%","0.106382979","0.15177305","0.4","0.320567376","0.736231884","0.021276596","0.978723404","0","615","87.20%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3435","Tillicum Middle School","101375","P","All","All Students","All Grades","WCAS","WCAS","Science","None","241","241","163","67.60%","0.153526971","0.124481328","0.381742739","0.294605809","0.708695652","0.045643154","0.954356846","0","193","80.10%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3283","Tyee Middle School","101368","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","906","906","681","75.20%","0.093818985","0.133554084","0.350993377","0.400662252","0.767756483","0.020971302","0.979028698","0.001127","802","88.50%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3283","Tyee Middle School","101368","P","All","All Students","All Grades","WCAS","WCAS","Science","None","306","306","220","71.90%","0.147058824","0.111111111","0.267973856","0.450980392","0.735785953","0.022875817","0.977124183","0","254","83.00%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3283","Tyee Middle School","101368","P","All","All Students","All Grades","SBAC","SBAC","Math","None","914","914","736","80.50%","0.084245077","0.096280088","0.181619256","0.623632385","0.816870144","0.014223195","0.985776805","0.001109","824","90.20%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3167","Woodridge Elementary","101363","P","All","All Students","All Grades","SBAC","SBAC","Math","None","332","332","276","83.10%","0.06626506","0.084337349","0.135542169","0.695783133","0.846625767","0.018072289","0.981927711","0","304","91.60%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3167","Woodridge Elementary","101363","P","All","All Students","All Grades","WCAS","WCAS","Science","None","133","133","123","92.50%","0.030075188","0.045112782","0.22556391","0.69924812","0.92481203","0","1","0","129","97.00%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3167","Woodridge Elementary","101363","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","329","329","279","84.80%","0.063829787","0.069908815","0.182370821","0.665653495","0.86377709","0.018237082","0.981762918","0","302","91.80%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17216","Enumclaw School District","100080","3430","Black Diamond Elementary","101232","P","All","All Students","All Grades","SBAC","SBAC","ELA","Cross OrganizatiON - N<10",,,,"53.90%","0.2","0.233333333","0.244444444","0.294444444","0.554285714","0.027777778","0.972222222","0",,"77.20%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17216","Enumclaw School District","100080","3430","Black Diamond Elementary","101232","P","All","All Students","All Grades","SBAC","SBAC","Math","Cross OrganizatiON - N<10",,,,"41.10%","0.244444444","0.322222222","0.211111111","0.2","0.420454545","0.022222222","0.977777778","0",,"73.30%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17216","Enumclaw School District","100080","3430","Black Diamond Elementary","101232","P","All","All Students","All Grades","WCAS","WCAS","Science","Cross OrganizatiON - N<10",,,,"56.00%","0.2","0.2","0.4","0.16","0.583333333","0.04","0.96","0",,"76.00%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17216","Enumclaw School District","100080","2980","Byron Kibler Elementary School","101229","P","All","All Students","All Grades","SBAC","SBAC","Math","None","220","220","119","54.10%","0.177272727","0.272727273","0.318181818","0.222727273","0.54587156","0.009090909","0.990909091","0","179","81.40%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17216","Enumclaw School District","100080","2980","Byron Kibler Elementary School","101229","P","All","All Students","All Grades","WCAS","WCAS","Science","None","66","66","40","60.60%","0.136363636","0.257575758","0.5","0.106060606","0.606060606","0","1","0","57","86.40%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17216","Enumclaw School District","100080","2980","Byron Kibler Elementary School","101229","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","220","220","112","50.90%","0.209090909","0.272727273","0.263636364","0.245454545","0.513761468","0.009090909","0.990909091","0","172","78.20%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17216","Enumclaw School District","100080","4210","Enumclaw Middle School","101236","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","527","527","270","51.20%","0.163187856","0.271347249","0.34914611","0.163187856","0.541082164","0.05313093","0.94686907","0","413","78.40%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17216","Enumclaw School District","100080","4210","Enumclaw Middle School","101236","P","All","All Students","All Grades","SBAC","SBAC","Math","None","527","527","230","43.60%","0.233396584","0.273244782","0.216318786","0.220113852","0.46277666","0.056925996","0.943074004","0","374","71.00%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17216","Enumclaw School District","100080","4210","Enumclaw Middle School","101236","P","All","All Students","All Grades","WCAS","WCAS","Science","None","179","179","97","54.20%","0.206703911","0.206703911","0.329608939","0.212290503","0.567251462","0.044692737","0.955307263","0","134","74.90%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17216","Enumclaw School District","100080","3330","Enumclaw Sr High School","101231","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","330","330","221","67.00%","0.06969697","0.157575758","0.366666667","0.303030303","0.746621622","0.103030303","0.896969697","0","273","82.70%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17216","Enumclaw School District","100080","3330","Enumclaw Sr High School","101231","P","All","All Students","All Grades","WCAS","WCAS","Science","None","317","317","68","21.50%","0.186119874","0.179810726","0.189274448","0.025236593","0.369565217","0.41955836","0.58044164","0","125","39.40%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17216","Enumclaw School District","100080","3330","Enumclaw Sr High School","101231","P","All","All Students","All Grades","SBAC","SBAC","Math","None","332","332","93","28.00%","0.334337349","0.280120482","0.186746988","0.093373494","0.313131313","0.105421687","0.894578313","0","186","56.00%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17216","Enumclaw School District","100080","3739","Southwood Elementary School","101234","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","184","184","94","51.10%","0.195652174","0.277173913","0.233695652","0.277173913","0.519337017","0.016304348","0.983695652","0.011049","145","78.80%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17216","Enumclaw School District","100080","3739","Southwood Elementary School","101234","P","All","All Students","All Grades","WCAS","WCAS","Science","None","70","70","40","57.10%","0.185714286","0.228571429","0.371428571","0.2","0.579710145","0.014285714","0.985714286","0","56","80.00%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17216","Enumclaw School District","100080","3739","Southwood Elementary School","101234","P","All","All Students","All Grades","SBAC","SBAC","Math","None","184","184","86","46.70%","0.266304348","0.25","0.293478261","0.173913043","0.475138122","0.016304348","0.983695652","0.011049","132","71.70%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17216","Enumclaw School District","100080","1523","Special Ed School (Closed after 2023-2024 school year)","101228","S","All","All Students","All Grades","SBAC","SBAC","ELA","N<10",,,,"N<10",,,,,,,,,,"N<10","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17216","Enumclaw School District","100080","1523","Special Ed School (Closed after 2023-2024 school year)","101228","S","All","All Students","All Grades","SBAC","SBAC","Math","N<10",,,,"N<10",,,,,,,,,,"N<10","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17216","Enumclaw School District","100080","1523","Special Ed School (Closed after 2023-2024 school year)","101228","S","All","All Students","All Grades","WCAS","WCAS","Science","N<10",,,,"N<10",,,,,,,,,,"N<10","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17216","Enumclaw School District","100080","4289","Sunrise Elementary","101237","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","201","201","90","44.80%","0.273631841","0.243781095","0.228855721","0.218905473","0.463917526","0.034825871","0.965174129","0.005154","139","69.20%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17216","Enumclaw School District","100080","4289","Sunrise Elementary","101237","P","All","All Students","All Grades","SBAC","SBAC","Math","None","201","201","86","42.80%","0.248756219","0.288557214","0.273631841","0.154228856","0.443298969","0.034825871","0.965174129","0.005154","144","71.60%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17216","Enumclaw School District","100080","4289","Sunrise Elementary","101237","P","All","All Students","All Grades","WCAS","WCAS","Science","None","68","68","45","66.20%","0.102941176","0.205882353","0.5","0.161764706","0.681818182","0.029411765","0.970588235","0","59","86.80%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17216","Enumclaw School District","100080","4550","Thunder Mountain Middle School","101238","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","465","465","228","49.00%","0.204301075","0.277419355","0.320430108","0.169892473","0.504424779","0.027956989","0.972043011","0","357","76.80%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17216","Enumclaw School District","100080","4550","Thunder Mountain Middle School","101238","P","All","All Students","All Grades","WCAS","WCAS","Science","None","151","151","64","42.40%","0.284768212","0.245033113","0.271523179","0.152317881","0.444444444","0.046357616","0.953642384","0","101","66.90%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17216","Enumclaw School District","100080","4550","Thunder Mountain Middle School","101238","P","All","All Students","All Grades","SBAC","SBAC","Math","None","465","465","159","34.20%","0.313978495","0.311827957","0.204301075","0.137634409","0.353333333","0.032258065","0.967741935","0","304","65.40%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17216","Enumclaw School District","100080","3585","Westwood Elementary School","101233","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","211","211","133","63.00%","0.18957346","0.17535545","0.312796209","0.317535545","0.633333333","0.004739336","0.995260664","0","170","80.60%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17216","Enumclaw School District","100080","3585","Westwood Elementary School","101233","P","All","All Students","All Grades","SBAC","SBAC","Math","None","211","211","124","58.80%","0.151658768","0.255924171","0.298578199","0.289099526","0.59047619","0.004739336","0.995260664","0","178","84.40%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17216","Enumclaw School District","100080","3585","Westwood Elementary School","101233","P","All","All Students","All Grades","WCAS","WCAS","Science","None","79","79","62","78.50%","0.012658228","0.202531646","0.518987342","0.265822785","0.784810127","0",,"0",,"98.70%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17210","Federal Way School District","100086","3519","Adelaide Elementary School","101195","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","132","132","36","27.30%","0.477272727","0.25","0.166666667","0.106060606","0.272727273","0","1","0.05303","69","52.30%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17210","Federal Way School District","100086","3519","Adelaide Elementary School","101195","P","All","All Students","All Grades","SBAC","SBAC","Math","None","131","131","30","22.90%","0.511450382","0.259541985","0.122137405","0.106870229","0.229007634","0","1","0.053435","64","48.90%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17210","Federal Way School District","100086","3519","Adelaide Elementary School","101195","P","All","All Students","All Grades","WCAS","WCAS","Science","None","54","54","17","31.50%","0.425925926","0.259259259","0.259259259","0.055555556","0.314814815","0","1","0.092592","31","57.40%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17210","Federal Way School District","100086","3700","Brigadoon Elementary School","101207","P","All","All Students","All Grades","SBAC","SBAC","Math","None","137","137","58","42.30%","0.379562044","0.167883212","0.255474453","0.167883212","0.436090226","0.02919708","0.97080292","0.022556","81","59.10%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17210","Federal Way School District","100086","3700","Brigadoon Elementary School","101207","P","All","All Students","All Grades","WCAS","WCAS","Science","None","45","45","20","44.40%","0.311111111","0.2","0.288888889","0.155555556","0.465116279","0.044444444","0.955555556","0.023255","29","64.40%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17210","Federal Way School District","100086","3700","Brigadoon Elementary School","101207","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","137","137","61","44.50%","0.394160584","0.131386861","0.197080292","0.248175182","0.458646617","0.02919708","0.97080292","0.022556","79","57.70%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17210","Federal Way School District","100086","3547","Camelot Elementary School","101196","P","All","All Students","All Grades","WCAS","WCAS","Science","None","42","42","16","38.10%","0.380952381","0.238095238","0.333333333","0.047619048","0.380952381","0","1","0","26","61.90%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17210","Federal Way School District","100086","3547","Camelot Elementary School","101196","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","127","127","57","44.90%","0.283464567","0.267716535","0.244094488","0.204724409","0.448818898","0","1","0.015748","91","71.70%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17210","Federal Way School District","100086","3547","Camelot Elementary School","101196","P","All","All Students","All Grades","SBAC","SBAC","Math","None","128","128","44","34.40%","0.3984375","0.2578125","0.171875","0.171875","0.34375","0","1","0.015625","77","60.20%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17210","Federal Way School District","100086","5163","Career Academy at Truman High School","104881","A","All","All Students","All Grades","WCAS","WCAS","Science","None","38","38","4","10.50%","0.578947368","0.105263158","0.105263158","0","0.133333333","0.210526316","0.789473684","0","8","21.10%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17210","Federal Way School District","100086","5163","Career Academy at Truman High School","104881","A","All","All Students","All Grades","SBAC","SBAC","ELA","None","20","20","4","20.00%","0.5","0.1","0.15","0.05","0.25","0.2","0.8","0","6","30.00%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17210","Federal Way School District","100086","5163","Career Academy at Truman High School","104881","A","All","All Students","All Grades","SBAC","SBAC","Math","<15%",,,,"<15%",,,,,,,,"0",,"<15%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17210","Federal Way School District","100086","3766","Decatur High School","101210","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","356","356","137","38.50%","0.266853933","0.185393258","0.235955056","0.148876404","0.459731544","0.162921348","0.837078652","0.003355","203","57.00%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17210","Federal Way School District","100086","3766","Decatur High School","101210","P","All","All Students","All Grades","SBAC","SBAC","Math","None","377","377","38","10.10%","0.5066313","0.148541114","0.079575597","0.021220159","0.133333333","0.24403183","0.75596817","0.003508","94","24.90%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17210","Federal Way School District","100086","3766","Decatur High School","101210","P","All","All Students","All Grades","WCAS","WCAS","Science","None","341","341","55","16.10%","0.304985337","0.15542522","0.129032258","0.032258065","0.259433962","0.37829912","0.62170088","0.018867","108","31.70%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17210","Federal Way School District","100086","4470","Enterprise Elementary School","101224","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","159","159","54","34.00%","0.427672956","0.226415094","0.157232704","0.182389937","0.341772152","0.006289308","0.993710692","0.037974","90","56.60%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17210","Federal Way School District","100086","4470","Enterprise Elementary School","101224","P","All","All Students","All Grades","SBAC","SBAC","Math","None","159","159","42","26.40%","0.446540881","0.289308176","0.132075472","0.132075472","0.264150943","0","1","0.037735","88","55.40%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17210","Federal Way School District","100086","4470","Enterprise Elementary School","101224","P","All","All Students","All Grades","WCAS","WCAS","Science","None","53","53","16","30.20%","0.433962264","0.264150943","0.226415094","0.075471698","0.301886792","0","1","0.037735","30","56.60%","1/24/2025"
